1557258	1011	25	1462	-2000
1557260	1005	25	1462	-2000
1557262	1003	25	1462	-2000
1557264	998	25	1462	-2000
1557266	997	25	1462	-2000
1557268	991	25	1462	-2000
1557270	988	25	1462	-2000
1557272	986	25	1462	-2000
1557274	980	25	1462	-2000
1557276	978	25	1462	-2000
1557278	972	25	1462	-2000
1557280	970	25	1462	-2000
1557282	963	25	1462	-2000
1557284	965	25	1462	-2000
1557286	958	25	1462	-2000
1557288	957	25	1462	-2000
1557290	954	25	1462	-2000
1557292	947	25	1462	-2000
1557294	943	25	1462	-2000
1557296	938	25	1462	-2000
1557298	932	25	1462	-2000
1557300	921	25	1462	-2000
1557302	914	25	1462	-2000
1557304	913	25	1462	-2000
1557306	906	25	1462	-2000
1557308	898	25	1462	-2000
1557310	897	25	1462	-2000
1557312	892	25	1462	-2000
1557314	883	25	1462	-2000
1557316	878	25	1462	-2000
1557318	875	25	1462	-2000
1557320	874	25	1462	-2000
1557322	867	25	1462	-2000
1557324	864	25	1462	-2000
1557326	860	25	1462	-2000
1557328	860	25	1462	-2000
1557330	855	25	1462	-2000
1557332	852	25	1462	-2000
1557334	851	25	1462	-2000
1557336	845	25	1462	-2000
1557338	844	25	1462	-2000
1557340	839	25	1462	-2000
1557342	835	25	1462	-2000
1557344	830	25	1462	-2000
1557346	828	25	1462	-2000
1557348	828	25	1462	-2000
1557350	823	25	1462	-2000
1557352	822	25	1462	-2000
1557354	820	25	1462	-2000
1557356	814	25	1462	-2000
1557358	807	25	1462	-2000
1557360	803	25	1462	-2000
1557362	801	25	1462	-2000
1557364	801	25	1462	-2000
1557366	795	25	1462	-2000
1557368	792	25	1462	-2000
1557370	790	25	1462	-2000
1557372	789	25	1462	-2000
1557374	783	25	1462	-2000
1557376	781	25	1462	-2000
1557378	776	25	1462	-2000
1557380	777	25	1462	-2000
1557382	768	25	1462	-2000
1557384	770	25	1462	-2000
1557386	767	25	1462	-2000
1557388	761	25	1462	-2000
1557390	760	25	1462	-2000
1557392	755	25	1462	-2000
1557394	753	25	1462	-2000
1557396	746	25	1462	-2000
1557398	744	25	1462	-2000
1557400	737	25	1462	-2000
1557402	736	25	1462	-2000
1557404	731	25	1462	-2000
1557406	730	25	1462	-2000
1557408	727	25	1462	-2000
1557410	727	25	1462	-2000
1557412	718	25	1462	-2000
1557414	718	25	1462	-2000
1557416	718	25	1462	-2000
1557418	712	25	1462	-2000
1557420	709	25	1462	-2000
1557422	709	25	1462	-2000
1557424	705	25	1462	-2000
1557426	700	25	1462	-2000
1557428	698	25	1462	-2000
1557430	691	25	1462	-2000
1557432	691	25	1462	-2000
1557434	690	25	1462	-2000
1557436	0	25	1462	-2000
1557438	0	25	1462	-2000
1557440	1	25	1462	-2000
1557442	0	25	1462	-2000
1557444	0	25	1462	-2000
1557446	0	25	1462	-2000
1557448	1	25	1462	-2000
1557450	2	25	1462	-2000
1557452	2	25	1462	-2000
1557454	2	25	1462	-2000
1557456	0	25	1462	-2000
1557458	2	25	1462	-2000
1557460	0	25	1462	-2000
1557462	0	25	1462	-2000
1557464	2	25	1462	-2000
1557466	0	25	1462	-2000
1557468	1	25	1462	-2000
1557470	0	25	1462	-2000
1557472	2	25	1462	-2000
1557474	2	25	1462	-2000
1557476	0	25	1462	-2000
1557478	1	25	1462	-2000
1557480	2	25	1462	-2000
1557482	0	25	1462	-2000
1557484	0	25	1462	-2000
1557486	1	25	1462	-2000
1557488	2	25	1462	-2000
1557490	2	25	1462	-2000
1557492	1	25	1462	-2000
1557494	4	25	1462	-2000
1557496	2	25	1462	-2000
1557498	2	25	1462	-2000
1557500	0	25	1462	-2000
1557502	1	25	1462	-2000
1557504	0	25	1462	-2000
1557506	0	25	1462	-2000
1557508	0	25	1462	-2000
1557510	2	25	1462	-2000
1557512	2	25	1462	-2000
1557514	1	25	1462	-2000
1557516	0	25	1462	-2000
1557518	1	25	1462	-2000
1557520	0	25	1462	-2000
1557522	2	25	1462	-2000
1557524	1	25	1462	-2000
1557526	2	25	1462	-2000
1557528	0	25	1462	-2000
1557530	0	25	1462	-2000
1557532	0	25	1462	-2000
1557534	0	25	1462	-2000
1557536	2	25	1462	-2000
1557538	0	25	1462	-2000
1557540	0	25	1462	-2000
1557542	0	25	1462	-2000
1557544	0	25	1462	-2000
1557546	0	25	1462	-2000
1557548	3	25	1462	-2000
1557550	0	25	1462	-2000
1557552	0	25	1462	-2000
1557554	0	25	1462	-2000
1557556	2	25	1462	-2000
1557558	1	25	1462	-2000
1557560	0	25	1462	-2000
1557562	2	25	1462	-2000
1557564	2	25	1462	-2000
1557566	2	25	1462	-2000
1557568	2	25	1462	-2000
1557570	1	25	1462	-2000
1557572	0	25	1462	-2000
1557574	2	25	1462	-2000
1557576	0	25	1462	-2000
1557578	2	25	1462	-2000
1557580	2	25	1462	-2000
1557582	0	25	1462	-2000
1557584	2	25	1462	-2000
1557586	2	25	1462	-2000
1557588	0	25	1462	-2000
1557590	3	25	1462	-2000
1557592	2	25	1462	-2000
1557594	2	25	1462	-2000
1557596	0	25	1462	-2000
1557598	0	25	1462	-2000
1557600	1	25	1462	-2000
1557602	0	25	1462	-2000
1557604	2	25	1462	-2000
1557606	0	25	1462	-2000
1557608	1	25	1462	-2000
1557610	2	25	1462	-2000
1557612	2	25	1462	-2000
1557614	0	25	1462	-2000
1557616	0	25	1462	-2000
1557618	0	25	1462	-2000
1557620	2	25	1462	-2000
1557622	2	25	1462	-2000
1557624	0	25	1462	-2000
1557626	0	25	1462	-2000
1557628	1	25	1462	-2000
1557630	0	25	1462	-2000
1557632	0	25	1462	-2000
1557634	0	25	1462	-2000
1557636	2	25	1462	-2000
1557638	2	25	1462	-2000
1557640	0	25	1462	-2000
1557642	1	25	1462	-2000
1557644	2	25	1462	-2000
1557646	1	25	1462	-2000
1557648	0	25	1462	-2000
1557650	2	25	1462	-2000
1557652	0	25	1462	-2000
1557654	0	25	1462	-2000
1557656	1	25	1462	-2000
1557658	1	25	1462	-2000
1557660	2	25	1462	-2000
1557662	0	25	1462	-2000
1557664	1	25	1462	-2000
1557666	1	25	1462	-2000
1557668	0	25	1462	-2000
1557670	0	25	1462	-2000
1557672	1	25	1462	-2000
1557674	0	25	1462	-2000
1557676	2	25	1462	-2000
1557678	0	25	1462	-2000
1557680	2	25	1462	-2000
1557682	0	25	1462	-2000
1557684	0	25	1462	-2000
1557686	2	25	1462	-2000
1557688	2	25	1462	-2000
1557690	0	25	1462	-2000
1557692	0	25	1462	-2000
1557694	3	25	1462	-2000
1557696	4	25	1462	-2000
1557698	2	25	1462	-2000
1557700	0	25	1462	-2000
1557702	2	25	1462	-2000
1557704	0	25	1462	-2000
1557706	0	25	1462	-2000
1557708	0	25	1462	-2000
1557710	2	25	1462	-2000
1557712	0	25	1462	-2000
1557714	2	25	1462	-2000
1557716	0	25	1462	-2000
1557718	2	25	1462	-2000
1557720	0	25	1462	-2000
1557722	0	25	1462	-2000
1557724	2	25	1462	-2000
1557726	2	25	1462	-2000
1557728	5	25	1462	-2000
1557730	1	25	1462	-2000
1557732	0	25	1462	-2000
1557734	2	25	1462	-2000
1557736	0	25	1462	-2000
1557738	0	25	1462	-2000
1557740	2	25	1462	-2000
1557742	2	25	1462	-2000
1557744	0	25	1462	-2000
1557746	0	25	1462	-2000
1557748	0	25	1462	-2000
1557750	1	25	1462	-2000
1557752	1	25	1462	-2000
1557754	0	25	1462	-2000
1557756	1	25	1462	-2000
1557758	2	25	1462	-2000
1557760	2	25	1462	-2000
1557762	2	25	1462	-2000
1557764	0	25	1462	-2000
1557766	2	25	1462	-2000
1557768	2	25	1462	-2000
1557770	0	25	1462	-2000
1557772	1	25	1462	-2000
1557774	0	25	1462	-2000
1557776	3	25	1462	-2000
1557778	3	25	1462	-2000
1557780	0	25	1462	-2000
1557782	1	25	1462	-2000
1557784	0	25	1462	-2000
1557786	2	25	1462	-2000
1557788	0	25	1462	-2000
1557790	0	25	1462	-2000
1557792	0	25	1462	-2000
1557794	0	25	1462	-2000
1557796	0	25	1462	-2000
1557798	2	25	1462	-2000
1557800	0	25	1462	-2000
1557802	0	25	1462	-2000
1557804	2	25	1462	-2000
1557806	0	25	1462	-2000
1557808	0	25	1462	-2000
1557810	2	25	1462	-2000
1557812	2	25	1462	-2000
1557814	1	25	1462	-2000
1557816	2	25	1462	-2000
1557818	0	25	1462	-2000
