1557820	1	25	1462	-2000
1557822	1	25	1462	-2000
1557824	0	25	1462	-2000
1557826	2	25	1462	-2000
1557828	2	25	1462	-2000
1557830	0	25	1462	-2000
1557832	0	25	1462	-2000
1557834	2	25	1462	-2000
1557836	1	25	1462	-2000
1557838	0	25	1462	-2000
1557840	2	25	1462	-2000
1557842	0	25	1462	-2000
1557844	0	25	1462	-2000
1557846	1	25	1462	-2000
1557848	0	25	1462	-2000
1557850	2	25	1462	-2000
1557852	2	25	1462	-2000
1557854	3	25	1462	-2000
1557856	0	25	1462	-2000
1557858	2	25	1462	-2000
1557860	0	25	1462	-2000
1557862	0	25	1462	-2000
1557864	0	25	1462	-2000
1557866	0	25	1462	-2000
1557868	0	25	1462	-2000
1557870	2	25	1462	-2000
1557872	0	25	1462	-2000
1557874	2	25	1462	-2000
1557876	0	25	1462	-2000
1557878	2	25	1462	-2000
1557880	0	25	1462	-2000
1557882	2	25	1462	-2000
1557884	0	25	1462	-2000
1557886	1	25	1462	-2000
1557888	0	25	1462	-2000
1557890	2	25	1462	-2000
1557892	1	25	1462	-2000
1557894	0	25	1462	-2000
1557896	0	25	1462	-2000
1557898	2	25	1462	-2000
1557900	2	25	1462	-2000
1557902	2	25	1462	-2000
1557904	1	25	1462	-2000
1557906	0	25	1462	-2000
1557908	0	25	1462	-2000
1557910	1	25	1462	-2000
1557912	2	25	1462	-2000
1557914	3	25	1462	-2000
1557916	1	25	1462	-2000
1557918	1	25	1462	-2000
1557920	2	25	1462	-2000
1557922	2	25	1462	-2000
1557924	3	25	1462	-2000
1557926	0	25	1462	-2000
1557928	2	25	1462	-2000
1557930	3	25	1462	-2000
1557932	0	25	1462	-2000
1557934	1	25	1462	-2000
1557936	5	25	1462	-2000
1557938	8	25	1462	-2000
1557940	11	25	1462	-2000
1557942	15	25	1462	-2000
1557944	21	25	1462	-2000
1557946	19	25	1462	-2000
1557948	20	25	1462	-2000
1557950	27	25	1462	-2000
1557952	29	25	1462	-2000
1557954	29	25	1462	-2000
1557956	30	25	1462	-2000
1557958	32	25	1462	-2000
1557960	30	25	1462	-2000
1557962	31	25	1462	-2000
1557964	31	25	1462	-2000
1557966	34	25	1462	-2000
1557968	37	25	1462	-2000
1557970	35	25	1462	-2000
1557972	37	25	1462	-2000
1557974	36	25	1462	-2000
1557976	39	25	1462	-2000
1557978	40	25	1462	-2000
1557980	46	25	1462	-2000
1557982	41	25	1462	-2000
1557984	48	25	1462	-2000
1557986	49	25	1462	-2000
1557988	46	25	1462	-2000
1557990	47	25	1462	-2000
1557992	48	25	1462	-2000
1557994	49	25	1462	-2000
1557996	51	25	1462	-2000
1557998	51	25	1462	-2000
1558000	56	25	1462	-2000
1558002	57	25	1462	-2000
1558004	58	25	1462	-2000
1558006	60	25	1462	-2000
1558008	58	25	1462	-2000
1558010	59	25	1462	-2000
1558012	63	25	1462	-2000
1558014	63	25	1462	-2000
1558016	63	25	1462	-2000
1558018	63	25	1462	-2000
1558020	65	25	1462	-2000
1558022	70	25	1462	-2000
1558024	71	25	1462	-2000
1558026	74	25	1462	-2000
1558028	68	25	1462	-2000
1558030	836	25	2296	-2000
1558032	840	25	2296	-2000
1558034	840	25	2296	-2000
1558036	842	25	2296	-2000
1558038	838	25	2296	-2000
1558040	838	25	2296	-2000
1558042	839	25	2296	-2000
1558044	842	25	2296	-2000
1558046	840	25	2296	-2000
1558048	843	25	2296	-2000
1558050	846	25	2296	-2000
1558052	847	25	2296	-2000
1558054	846	25	2296	-2000
1558056	845	25	2296	-2000
1558058	848	25	2296	-2000
1558060	846	25	2296	-2000
1558062	846	25	2296	-2000
1558064	851	25	2296	-2000
1558066	847	25	2296	-2000
1558068	852	25	2296	-2000
1558070	850	25	2296	-2000
1558072	849	25	2296	-2000
1558074	849	25	2296	-2000
1558076	852	25	2296	-2000
1558078	852	25	2296	-2000
1558080	855	25	2296	-2000
1558082	854	25	2296	-2000
1558084	856	25	2296	-2000
1558086	854	25	2296	-2000
1558088	858	25	2296	-2000
1558090	856	25	2296	-2000
1558092	859	25	2296	-2000
1558094	859	25	2296	-2000
1558096	859	25	2296	-2000
1558098	861	25	2296	-2000
1558100	858	25	2296	-2000
1558102	864	25	2296	-2000
1558104	858	25	2296	-2000
1558106	860	25	2296	-2000
1558108	861	25	2296	-2000
1558110	860	25	2296	-2000
1558112	864	25	2296	-2000
1558114	864	25	2296	-2000
1558116	863	25	2296	-2000
1558118	862	25	2296	-2000
1558120	866	25	2296	-2000
1558122	867	25	2296	-2000
1558124	866	25	2296	-2000
1558126	868	25	2296	-2000
1558128	868	25	2296	-2000
1558130	869	25	2296	-2000
1558132	867	25	2296	-2000
1558134	867	25	2296	-2000
1558136	872	25	2296	-2000
1558138	870	25	2296	-2000
1558140	870	25	2296	-2000
1558142	873	25	2296	-2000
1558144	869	25	2296	-2000
1558146	873	25	2296	-2000
1558148	874	25	2296	-200
